Reference_ID,row_unique,Data_ID,Environmental_condition,General_response,Response,Specific_response,Environmental_metric,General_Disease,Disease,Pathogen,Transmission,Transmission_type,Pathogen_genus,vector,Principal_reservoir,Specific_scale,General_Stats_Method,Statistical_method,N.value,temp_altered,Type,Linear_Nonlinear,R.squared,Value,Lower,Upper,Error,Std._error,P.value_general,P.value_specific,Direction,Direction_statement,DOI,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact,measure,n_method,X,Y,es,se,weight,sample.size,var,ci.lo,ci.hi
145,R382,X565,Humidity,Human disease incidence,Cases,cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,-0.22,NA,NA,NA,NA,<0.01,NA,decrease,Results,10.7717/peerj.10113,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,NA,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929,NA,27,109.553283,37.482401,-0.448850555,0.164942803,NA,156,0.027206128,-0.772138448,-0.125562661
145,R384,X567,Precipitation,Human disease incidence,Cases,cases,Monthly total,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,0.25,NA,NA,NA,NA,<0.01,NA,increase,Results,10.7717/peerj.10113,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,NA,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929,NA,27,108.76156,34.271738,0.513878766,0.166178544,NA,156,0.027615308,0.188168821,0.839588711
145,R383,X566,Temperature,Human disease incidence,Cases,cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,0.36,NA,NA,NA,NA,<0.001,NA,increase,Results,10.7717/peerj.10113,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,NA,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929,NA,27,108.76156,34.271738,0.76797903,0.172465069,NA,156,0.0297442,0.429947496,1.106010564
145,R381,X564,Precipitation,Human disease incidence,Cases,cases,Monthly total,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,0.38,NA,NA,NA,NA,<0.001,NA,increase,Results,10.7717/peerj.10113,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,NA,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929,NA,27,109.553283,37.482401,0.817625656,0.173950307,NA,156,0.030258709,0.476683055,1.158568257
145,R380,X563,Temperature,Human disease incidence,Cases,cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,0.56,NA,NA,NA,NA,<0.001,NA,increase,Results,10.7717/peerj.10113,Asia,China,Shaanbei upland plateau,37.482401,109.553283,2005-2018,2020,1,NA,"N-value = number of months in study, Maximum correlation co-efficient not taken as immediate relationships were significant, non-linear options available",PeerJ,2.929,NA,27,109.553283,37.482401,1.345258335,0.194210161,NA,156,0.037717587,0.964606419,1.725910252
119,R278,X451,Precipitation,Human outbreak occurrence,Incidence,Outbreaks,Monthly mean,Arboviral diseases,Rift valley fever,Virus,ZVB,Vectored,Phlebovirus,Mosquito,Livestock,1,GL(M)M,Multivariable logitstic regression,69,NA,Odds ratio,Linear,NA,1.09,1.07,1.11,95% Confidence,NA,<0.0001,0,increase,Abstract,10.1371/journal.pone.0144570,Africa,Kenya,NA,NA,NA,2006-2007,2016,1,NA,NA,PLOS One,3.272,g,46,37.906,-0.023,0.046978409,0.005103964,NA,69,2.61E-05,0.03697464,0.056982177
8,R16,X30,Humidity,Human disease incidence,Cases,Cases,mean relative,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Cross-correlation analysis,60,NA,Correlation coefficient,Linear,NA,0.247,NA,NA,NA,NA,<0.05,NA,increase,Discussion,10.1371/journal.pntd.0002615,Asia,China,Chenzhou,25.77051,113.014718,2006-2010,2014,1,3,N-value is number of months of study,PLOS neglected tropical diseases,4.548,NA,4,113.014718,25.77051,0.503175053,0.269826575,NA,60,0.07280638,-0.025685033,1.032035139
8,R15,X29,Precipitation,Human disease incidence,Cases,Cases,total,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Cross-correlation analysis,60,NA,Correlation coefficient,Linear,NA,0.411,NA,NA,NA,NA,<0.01,NA,increase,Discussion,10.1371/journal.pntd.0002615,Asia,China,Chenzhou,25.77051,113.014718,2006-2010,2014,1,5,N-value is number of months of study,PLOS neglected tropical diseases,4.548,NA,12,113.014718,25.77051,0.889966236,0.286809994,NA,60,0.082259973,0.327818647,1.452113824
8,R14,X28,Temperature,Human disease incidence,Cases,Cases,mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Cross-correlation analysis,60,NA,Correlation coefficient,Linear,NA,0.515,NA,NA,NA,NA,<0.01,NA,increase,Discussion,10.1371/journal.pntd.0002615,Asia,China,Chenzhou,25.77051,113.014718,2006-2010,2014,1,5,N-value is number of months of study,PLOS neglected tropical diseases,4.548,NA,12,113.014718,25.77051,1.185995131,0.305026976,NA,60,0.093041456,0.588142258,1.783848004
112,R251,X421,Temperature,Human disease incidence,Cases,Occurrence,Daily mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Generalised additive model,2190,NA,Percent change,Linear,NA,-12.82,-17.51,-7.85,95% Confidence,NA,<0.05,NA,decrease,Abstract,10.1007/s00484-013-0688-1),Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,NA,"N-value is number of days of study period, >17, logarithmic case count",International Journal of Biometeorology,3.413,g,200,120.046421,35.872464,-0.258326662,0.042915385,542.967683,2190,0.00184173,-0.342439271,-0.174214054
112,R252,X422,Precipitation,Human disease incidence,Cases,Occurrence,Daily mean relative,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Generalised additive model,2190,NA,Percent change,Linear,NA,-2.2,-3.56,-0.82,95% Confidence,NA,<0.05,NA,decrease,Abstract,10.1007/s00484-013-0688-1),Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,0.03,N-value is number of days of study period,International Journal of Biometeorology,3.413,g,200,120.046421,35.872464,-0.04397547,0.042742553,547.3675939,2190,0.001826926,-0.127749335,0.039798394
112,R253,X423,Humidity,Human disease incidence,Cases,Occurrence,Daily total,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Generalised additive model,2190,NA,Percent change,Linear,NA,-1.21,-1.63,-0.79,95% Confidence,NA,<0.05,NA,decrease,Abstract,10.1007/s00484-013-0688-1),Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,0.13,N-value is number of days of study period,International Journal of Biometeorology,3.413,g,14,120.046421,35.872464,-0.024182425,0.042738947,547.4599539,2190,0.001826618,-0.107949223,0.059584372
112,R250,X420,Temperature,Human disease incidence,Cases,Occurrence,Daily mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Generalised additive model,2190,NA,Percent change,Linear,NA,2.56,0.36,4.8,95% Confidence,NA,<0.05,NA,increase,Abstract,10.1007/s00484-013-0688-1),Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,NA,"N-value is number of days of study period, <17, logarithmic case count",International Journal of Biometeorology,3.413,g,14,120.046421,35.872464,0.051175843,0.042744384,547.3207002,2190,0.001827082,-0.03260161,0.134953297
19,R32,X78,Temperature,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,0.88,NA,NA,NA,NA,>0.05,NA,decrease,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Melbourne,-37.840935,144.946457,2006-2012,2016,1,3,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,144.946457,-37.840935,NA,NA,NA,NA,NA,NA,NA
19,R36,X82,Temperature,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,0.88,NA,NA,NA,NA,>0.05,NA,decrease,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,South East,-36.480196,143.93136,2006-2012,2016,1,4,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,143.93136,-36.480196,NA,NA,NA,NA,NA,NA,NA
19,R34,X80,Temperature,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,0.97,NA,NA,NA,NA,>0.05,NA,decrease,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Victoria,-37.0201,144.9646,2006-2012,2016,1,5,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,144.9646,-37.0201,NA,NA,NA,NA,NA,NA,NA
19,R38,X84,Temperature,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,1.34,NA,NA,NA,NA,<0.05,NA,increase,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Murray-Darling Basin,-35.40926,143.762027,2006-2012,2016,1,6,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,143.762027,-35.40926,0.159622191,0.08144139,NA,72,0.0066327,-2.93E-06,0.319247315
19,R33,X79,Precipitation,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,1.55,NA,NA,NA,NA,<0.001,NA,increase,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Melbourne,-37.840935,144.946457,2006-2012,2016,1,3,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,144.946457,-37.840935,0.239024514,0.072640198,NA,72,0.005276598,0.096649726,0.381399303
19,R37,X83,Precipitation,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,1.59,NA,NA,NA,NA,<0.001,NA,increase,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,South East,-36.480196,143.93136,2006-2012,2016,1,4,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,143.93136,-36.480196,0.252920824,0.076863324,NA,72,0.005907971,0.102268708,0.403572939
19,R35,X81,Precipitation,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,1.67,NA,NA,NA,NA,<0.001,NA,increase,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Victoria,-37.0201,144.9646,2006-2012,2016,1,5,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,144.9646,-37.0201,0.279694328,0.084999865,NA,72,0.007224977,0.113094592,0.446294063
19,R39,X85,Precipitation,Host infection,Seroprevalence,Prevalence in host,Monthly anomaly,Avian influenza,Avian Influenza,Virus,Z,Non-vectored,Alphainfluenzavirus,NA,Birds,1,GL(M)M,Generalised linear model,72,NA,Odds ratio,Linear,NA,2.48,NA,NA,NA,NA,<0.001,NA,increase,Abstract,10.1186/s13567-016-0308-2,Oceania,Australia,Murray-Darling Basin,-35.40926,143.762027,2006-2012,2016,1,6,"N-value is number of months of study, Anomaly means deviation from average value between 1961-1990",Veterinary Research,4.016,NA,64,143.762027,-35.40926,0.495364789,0.150542703,NA,72,0.022663105,0.200301091,0.790428487
61,R127,X240,Precipitation,Human disease incidence,Cases,Cases,Monthly total,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Time-series adjusted negative binomial,96,NA,Unstandardised coefficient,Linear,0.578,0.007,0.0045,0.0095,Std. error,0.0025,<0.01,1.00E-03,increase,Abstract,10.1017/S0950268813003208,Asia,China,Laiwu,36.19278,117.65694,2006-2012,2014,1,NA,N-value is number of months of study,Epidemiology and Infection,2.306,g,106,117.65694,36.19278,0.572975131,0.214138848,NA,96,0.045855446,0.153262989,0.992687273
61,R128,X241,Humidity,Human disease incidence,Cases,Cases,Monthly mean relative,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Time-series adjusted negative binomial,96,NA,Unstandardised coefficient,Linear,0.578,0.119,0.0828,0.1552,Std. error,0.0362,<0.01,5.00E-03,increase,Abstract,10.1017/S0950268813003208,Asia,China,Laiwu,36.19278,117.65694,2006-2012,2014,1,NA,N-value is number of months of study,Epidemiology and Infection,2.306,g,106,117.65694,36.19278,0.672691797,0.217235075,NA,96,0.047191078,0.246911049,1.098472545
61,R126,X239,Temperature,Human disease incidence,Cases,Cases,Monthly mean,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Time-series adjusted negative binomial,96,NA,Unstandardised coefficient,Linear,0.578,0.143,0.0637,0.2223,Std. error,0.0793,>0.05,7.10E-02,increase,Abstract,10.1017/S0950268813003208,Asia,China,Laiwu,36.19278,117.65694,2006-2012,2014,1,NA,N-value is number of months of study,Epidemiology and Infection,2.306,g,106,117.65694,36.19278,0.369012087,0.209259471,NA,96,0.043789526,-0.041136476,0.779160649
111,R249,X419,Humidity,Human disease incidence,Incidence,Cases,Monthly mean relative,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Negative binomial regression,96,NA,Percent change,Linear,NA,-0.45,-1.33,0.45,95% Confidence,NA,>0.05,0.33,decrease,Abstract,10.1186/1471-2334-14-139,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,NA,N-value is number of months of study,BMC Infectious Diseases,3.147,g,14,113.25325,23.128994,-0.0088346,0.204125157,23.99976206,96,0.04166708,-0.408912556,0.391243356
111,R248,X418,Precipitation,Human disease incidence,Incidence,Cases,Monthly total,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Negative binomial regression,96,NA,Percent change,Linear,NA,0.05,0.03,0.08,95% Confidence,NA,<0.0001,0,increase,Abstract,10.1186/1471-2334-14-139,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,NA,N-value is number of months of study,BMC Infectious Diseases,3.147,g,14,113.25325,23.128994,0.000981612,0.204124158,23.99999706,96,0.041666672,-0.399094385,0.40105761
111,R247,X417,Temperature,Human disease incidence,Incidence,Cases,Monthly mean,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Negative binomial regression,96,NA,Percent change,Linear,NA,15.61,14,17.24,95% Confidence,NA,<0.0001,0,increase,Abstract,10.1186/1471-2334-14-139,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,NA,N-value is number of months of study,BMC Infectious Diseases,3.147,g,14,113.25325,23.128994,0.310262785,0.205368341,23.71007942,96,0.042176156,-0.092251767,0.712777338
86,R174,X332,Temperature,Human disease incidence,Incidence,Monthly cases,Monthly mean,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.15,NA,NA,NA,NA,>0.05,NA,increase,Discussion,10.3390/ijerph15040608,Asia,China,Shanxi,37.87146,112.551208,2006-2014,2018,1,NA,"N-value is number of months of study, 1197 individuals",Environmental and Public Health,3.339,NA,200,112.551208,37.87146,0.301005578,0.208085496,NA,96,0.043299574,-0.106841995,0.708853151
86,R176,X334,Humidity,Human disease incidence,Incidence,Monthly,Monthly,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.326,NA,NA,NA,NA,<0.01,NA,increase,Discussion,10.3390/ijerph15040608,Asia,China,Shanxi,37.87146,112.551208,2006-2014,2018,1,NA,"N-value is number of months of study, 1197 individuals",Environmental and Public Health,3.339,NA,200,112.551208,37.87146,0.684159808,0.217619838,NA,96,0.047358394,0.257624925,1.110694691
86,R175,X333,Precipitation,Human disease incidence,Incidence,Monthly cases,Monthly total,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.415,NA,NA,NA,NA,<0.01,NA,increase,Abstract,10.3390/ijerph15040608,Asia,China,Shanxi,37.87146,112.551208,2006-2014,2018,1,NA,"N-value is number of months of study, 1197 individuals",Environmental and Public Health,3.339,NA,200,112.551208,37.87146,0.90496881,0.226122637,NA,96,0.051131447,0.461768443,1.348169178
142,R369,X552,Humidity,Human disease incidence,Cases,Cases,NA,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Univariate Poisson regression,108,NA,Incidence rate ratio,Linear,NA,0.9,0.9,0.91,95% Confidence,NA,<0.0001,0,decrease,Abstract,10.1371/journal.pntd.0004875,Asia,China,NA,NA,NA,2006-2014,2016,1,NA,N-value is number of months in study period,PLOS neglected tropical diseases,4.548,g,200,104.1954,35.8617,-0.057676323,0.001406451,505534.2969,108,1.98E-06,-0.060432917,-0.054919729
142,R368,X550,Temperature,Human disease incidence,Cases,Cases,NA,Rickettsioses,Scrub typhus,Bacteria,ZVB,Vectored,Rickettsia,Mite,Mammals (multispecies),1,GL(M)M,Univariate Poisson regression,98976,NA,Incidence rate ratio,Linear,NA,1.06,1.05,1.07,95% Confidence,NA,<0.0001,0,increase,Abstract,10.1371/journal.pntd.0004875,Asia,China,NA,NA,NA,2006-2014,2016,1,NA,N-value - number of counties (1031) * number of months in study period,PLOS neglected tropical diseases,4.548,g,200,104.1954,35.8617,0.032125089,0.001406451,505534.2969,98976,1.98E-06,0.029368495,0.034881683
