Response,Specific,Disease,P_V_B,Taxa_genus,Include,reason,type,vector,Environmental_condition,Specific_metric,Specific_scale,Statistical_method,N-value,temp_altered,Type,Linear_Nonlinear,R-squared,Value,Lower,Upper,Error,Std._error,P-value_general,P-value_specific,Direction,Direction_statement,DOI,Reference_ID,Data_ID,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact
Incidence,Occurrence,Lassa fever,V,Arenaviridae,Y,,HH,,Precipitation,Annual total,1,Logistic regression,3096,,Odds ratio,Non-linear,,,,,95% Confidence,,,,,Discussion,https://doi.org/10.1038/s41467-021-25910-y,211,X752,Africa,Nigeria,,,,2016-2019,2021,1,,,Nature communications,14.123
Cases,Cases,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Monthly mean,10,Multivariable poisson regression,133,,Risk ratio,Linear,,1.027,1.0171,1.0369,Std. error,0.0099,<0.01,0.007,increase,Abstract,10.1371/journal.pntd.0002334,157,X596,Asia,Malaysia,Sarawak,1.55311,110.345032,1997-2006,2013,1,1,,PLOS neglected tropical diseases,4.548
Abundance,Abundance of host,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual maximum,1,Generalised linear model,132,,Beta coefficient,Linear,,-2.09,-3,-1.18,Std. error,0.91,<0.05,,decrease,Results,10.1017/S0950268807000039,221,X789,Europe,Italy,Trento province,46.098255,11.206577,1992-2004,2008,1,,Host = ticks on deer,Epidemiology and Infection,2.306
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,10,Univariate panel data analysis,111,,Percent change,Linear,,-3.31,-3.37,-3.25,95% Confidence,,<0.001,,decrease,Discussion,10.1371/journal.pntd.0000789,147,X573,Asia,China,Shandong province,36.066898,120.382698,1973-2005,2010,1,,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location",PLOS neglected tropical diseases,4.548
Incidence,Incidence,Cryptosporidiosis,P,Cryptosporidium,Y,,HH,,Temperature,Wettest quarter mean,1,Linear regression,432,,Correlation coefficient,Linear,0.9,0.8711,,,,,<0.01,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X768,Europe,Northern Arctic Region,"Sweden, Finland",,,2004-2016,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Borreliosis,B,Borrelia,Y,,HVH,T,Temperature,Annual mean,1,Spearman rank correlation,1100,,Correlation coefficient,Linear,,0.85,,,,,<0.01,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X757,Europe,Northern Arctic Region,"Norway, Finland, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Puumala virus,V,Hantavirus,Y,,HH,,Precipitation,Annual maximum monthly,1,Linear regression,1720,,Correlation coefficient,Linear,0.8,0.8007,,,,,<0.01,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X765,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Borreliosis,B,Borrelia,Y,,HVH,T,Temperature,Autumn mean,1,Spearman rank correlation,1100,,Correlation coefficient,Linear,0.8,0.796,,,,,<0.01,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X756,Europe,Northern Arctic Region,"Norway, Finland, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Borreliosis,B,Borrelia,Y,,HVH,T,Precipitation,Annual mean,1,Spearman rank correlation,1100,,Correlation coefficient,Linear,,0.78,,,,,<0.01,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X758,Europe,Northern Arctic Region,"Norway, Finland, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Puumala virus,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Spearman rank correlation,1720,,Correlation coefficient,Linear,,0.6,,,,,>0.05,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X766,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Cryptosporidiosis,P,Cryptosporidium,Y,,HH,,Temperature,Annual mean,1,Spearman rank correlation,432,,Correlation coefficient,Linear,,0.18,,,,,>0.05,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X769,Europe,Northern Arctic Region,"Sweden, Finland",,,2004-2016,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Q-fever,B,Coxiella,Y,,HH,,Temperature,Annual mean,1,Spearman rank correlation,612,,Correlation coefficient,Linear,,0.01,,,,,>0.05,,increase,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X772,Europe,Northern Arctic Region,"Finland, Russia",,,1998-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Precipitation,Annual mean,1,Spearman rank correlation,1118,,Correlation coefficient,Linear,,-0.05,,,,,>0.05,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X764,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,2002-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Q-fever,B,Coxiella,Y,,HH,,Precipitation,Annual mean,1,Spearman rank correlation,612,,Correlation coefficient,Linear,,-0.14,,,,,>0.05,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X773,Europe,Northern Arctic Region,"Finland, Russia",,,1998-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Cryptosporidiosis,P,Cryptosporidium,Y,,HH,,Precipitation,Annual mean,1,Spearman rank correlation,432,,Correlation coefficient,Linear,,-0.38,,,,,>0.05,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X770,Europe,Northern Arctic Region,"Sweden, Finland",,,2004-2016,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual mean,1,Spearman rank correlation,1118,,Correlation coefficient,Linear,,-0.43,,,,,>0.05,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X763,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,2002-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Q-fever,B,Coxiella,Y,,HH,,Precipitation,Annual minimum monthly,1,Linear regression,612,,Correlation coefficient,Linear,0.5,-0.495,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X771,Europe,Northern Arctic Region,"Finland, Russia",,,1998-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Puumala virus,V,Hantavirus,Y,,HH,,Precipitation,Annual mean,1,Spearman rank correlation,1720,,Correlation coefficient,Linear,,-0.7,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X767,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Annual mean,1,Spearman rank correlation,1720,,Correlation coefficient,Linear,,-0.75,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X761,Europe,Northern Arctic Region,"Finland, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Precipitation,Spring total,1,Linear regression,1118,,Correlation coefficient,Linear,0.8,-0.793,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X762,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,2002-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Annual mean,1,Spearman rank correlation,1720,,Correlation coefficient,Linear,,-0.88,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X760,Europe,Northern Arctic Region,"Finland, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Spring mean,1,Linear regression,1720,,Correlation coefficient,Linear,0.9,-0.9034,,,,,<0.01,,decrease,Abstract,https://doi.org/10.1038/s41598-021-00167-z,214,X759,Europe,Northern Arctic Region,"Finland, Sweden, Norway, Russia",,,1995-2015,2021,1,,N-value is number of districts (estimated from graph) * number of years in study,Scientific Reports,4.409
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,10,Univariate panel data analysis,111,,Percent change,Linear,,-10.96,-11.3,-10.63,95% Confidence,,<0.001,,decrease,Discussion,10.1371/journal.pntd.0000789,147,X572,Asia,China,Shandong province,36.066898,120.382698,1973-2005,2010,1,,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location",PLOS neglected tropical diseases,4.548
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,10,Univariate panel data analysis,111,,Percent change,Linear,,-20.16,-20.47,-19.85,95% Confidence,,<0.001,,decrease,Discussion,10.1371/journal.pntd.0000789,147,X574,Asia,China,Shandong province,36.066898,120.382698,1973-2005,2010,1,,"Lag periods and multivariate adjusted values are obtainable, long, lats refer to Qingdao location",PLOS neglected tropical diseases,4.548
Abundance,Abundance of Host,Avian Influenza,V,Alphainfluenzavirus,Y,,HH,,Temperature,Daily mean,1,Linear regression,52,,Correlation coefficient,Linear,,-0.01,,,,,>0.05,0.7,decrease,Abstract,10.1371/journal.ppat.1000854,217,X778,Europe,Europe,"Croatia, Greece, Bulgaria, Italy, Germany, Slovenia, Bosnia, Slovakia, France, Poland, Serbia, Montenegro, Switzerland, Denmark, Czech Republic, UK",,,1990-2003,2010,1,,"N-value relate to locations of outbreak. Disease (H5N1), Host = Tufted duck",PLOS Pathogens,6.856
Abundance,Abundance of host,Avian Influenza,V,Alphainfluenzavirus,Y,,HH,,Temperature,Daily mean,1,Linear regression,52,,Correlation coefficient,Linear,,-0.1,,,,,<0.05,0.03,decrease,Abstract,10.1371/journal.ppat.1000854,217,X777,Europe,Europe,"Croatia, Greece, Bulgaria, Italy, Germany, Slovenia, Bosnia, Slovakia, France, Poland, Serbia, Montenegro, Switzerland, Denmark, Czech Republic, UK",,,1990-2003,2010,1,,"N-values relate to locations of outbraks. Disease (H5N1), Host = common pochard",PLOS Pathogens,6.856
Abundance,Abundance of host,Avian Influenza,V,Alphainfluenzavirus,Y,,HH,,Temperature,Daily mean,1,Linear regression,52,,Correlation coefficient,Linear,,-0.17,,,,,<0.001,0.0002,decrease,Abstract,10.1371/journal.ppat.1000854,217,X776,Europe,Europe,"Croatia, Greece, Bulgaria, Italy, Germany, Slovenia, Bosnia, Slovakia, France, Poland, Serbia, Montenegro, Switzerland, Denmark, Czech Republic, UK",,,1990-2003,2010,1,,"N-values relate to locations of outbreaks. Disease (H5N1), Host = Mallard, Coefficient A selected as it determines slope, non-linear options available but study claimed the model fit was better linearly",PLOS Pathogens,6.856
Abundance,Disease prevalence in host,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Annual mean,1,Multiple logistic regression,99,,Odds ratio,Linear,,1.68,1.48,1.92,95% Confidence,,<0.05,,increase,,https://www.ivis.org/sites/default/files/library/ijvm/71-4/3-seroprevalence.pdf,133,X524,North America,Mexico,Nuevo Leon State,25.686613,-100.316116,2002-2008,2016,1,,likelihood of brucellosis in range goats as a function of Annual mean precipitation.,,
Cases,Number of outbreak areas,Nipah virus,V,Henipavirus,Y,,HH,,Temperature,Winter mean,1,Generalised linear model,183,,,Non-linear,,,,,,,,,,Results,https://doi.org/10.3390/v13020169,219,X780,Asia,Bangladesh,,,,2001-2018,2021,1,,,MDPI Viruses,4.975
Cases,Number of outbreak events,Nipah virus,V,Henipavirus,Y,,HH,,Temperature,Winter mean,1,Generalised linear model,183,,,Non-linear,,,,,,,,,,Results,https://doi.org/10.3390/v13020169,219,X781,Asia,Bangladesh,,,,2001-2018,2021,1,,,MDPI Viruses,4.975
Cases,Number of outbreak areas,Nipah virus,V,Henipavirus,Y,,HH,,Precipitation,Winter total,1,Generalised linear model,183,,,Non-linear,,,,,,,>0.05,,,Results,https://doi.org/10.3390/v13020169,219,X782,Asia,Bangladesh,,,,2001-2018,2021,1,,,MDPI Viruses,4.975
Cases,Number of outbreak events,Nipah virus,V,Henipavirus,Y,,HH,,Precipitation,Winter total,1,Generalised linear model,183,,,Non-linear,,,,,,,>0.05,,,Results,https://doi.org/10.3390/v13020169,219,X783,Asia,Bangladesh,,,,2001-2018,2021,1,,,MDPI Viruses,4.975
Cases,Cases,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual maximum,1,Generalised linear model,78,,Beta coefficient,Linear,,-0.18,-2.31,1.95,Std. error,2.13,>0.05,,decrease,Results,10.1017/S0950268807000039,221,X788,Europe,Italy,Trento province,46.098255,11.206577,1992-2004,2008,1,,N-value refers to the districts where TBE was recorded since 1992 (figure.2),Epidemiology and Infection,2.306
Abundance,Disease prevalence in host,Brucellosis,B,Brucella,Y,,HH,,Temperature,Annual mean,1,Multiple logistic regression,99,,Odds ratio,Linear,,1.03,0.84,1.27,95% Confidence,,>0.05,,increase,,https://www.ivis.org/sites/default/files/library/ijvm/71-4/3-seroprevalence.pdf,133,X523,North America,Mexico,Nuevo Leon State,25.686613,-100.316116,2002-2008,2016,1,,likelihood of brucellosis in range goats as a function of Annual mean ambient temp.,,
Abundance,Host population extinctio,Plague,B,Yersinia,Y,,HVH,F,Temperature,summer mean,1,Logistic regression,84,y,Beta coefficient,Linear,,-0.331,-0.448,-0.214,Std. error,0.117,<0.05,,decrease,Discussion,10.1890/10-1946.1,40,X154,North America,USA,Colorado,40.841922,-104.090663,1981-2005,2011,1,,Can’t access without UCL permission,Ecological Applications,4.48
Abundance,Host number,Cystic echinococcosis,P,Echinocococcus,Y,,HH,,Precipitation,Annual mean,1,Pearson correlation,74,y,Correlation coefficient,Linear,,0.517,,,,,<0.0001,0,increase,Abstract,https://doi.org/10.1017/S0022149X20000553,58,X230,Asia,Iran,"Khuzestan, Fars, Beshehr, Kohgiluyeh, Boyerahmad",,,2016-2018,2020,1,,,Journal of Helminthology,1.953
Abundance,Host number,Cystic echinococcosis,P,Echinocococcus,Y,,HH,,Humidity,Annual mean,1,Pearson correlation,74,y,Correlation coefficient,Linear,,-0.128,,,,,<0.0001,0,decrease,Abstract,https://doi.org/10.1017/S0022149X20000553,58,X231,Asia,Iran,"Khuzestan, Fars, Beshehr, Kohgiluyeh, Boyerahmad",,,2016-2018,2020,1,,,Journal of Helminthology,1.953
Abundance,Host number,Cystic echinococcosis,P,Echinocococcus,Y,,HH,,Temperature,Annual mean,1,Pearson correlation,74,y,Correlation coefficient,Linear,,-0.349,,,,,<0.001,0.003,decrease,Abstract,https://doi.org/10.1017/S0022149X20000553,58,X229,Asia,Iran,"Khuzestan, Fars, Beshehr, Kohgiluyeh, Boyerahmad",,,2016-2018,2020,1,,,Journal of Helminthology,1.953
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Daily minimum,1,Multiple-regression analysis,1242,,Beta coefficient,Linear,0.58,-0.5,,,,,<0.001,0.0001,decrease,Results,https://doi.org/10.1016/S0140-6736(00)05250-8,222,X790,Europe,Sweden,Stockholm county,59.334591,18.06324,1960-1998,2001,1,12,"Can't access, range was -10 to -7 degrees, n-value for 789-793 calculated from the average incidence shown by a figure multiplied by the population of Stockholm county in 2000 (1.8 million)",The Lancet,9.734
Incidence,Cumulative relative risk,Typhus group rickettsiosis,B,Rickettsia,Y,,HVH,T,Temperature,Weekly mean,1,distributed lag nonlinear model,9129,,Relative risk,Non-linear,,,,,,,,,,Abstract,https://doi.org/10.1186/s12940-019-0558-3,224,X797,Asia,China,Xishuangbanna Dai,21.992937,100.802652,2005-2017,2020,1,,,BMC Environmental Health,
Incidence,Cumulative relative risk,Typhus group rickettsiosis,B,Rickettsia,Y,,HVH,T,Precipitation,Weekly total,1,distributed lag nonlinear model,9129,,Relative risk,Non-linear,,,,,,,,,,Abstract,https://doi.org/10.1186/s12940-019-0558-3,224,X798,Asia,China,Xishuangbanna Dai,21.992937,100.802652,2005-2017,2020,1,,,BMC Environmental Health,
Abundance,Abundance of host,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,Annual mean,1,Univariate regression,593,,R square,Linear,0.274,0.274,,,,,<0.05,0.018,increase,Abstract,https://pubmed.ncbi.nlm.nih.gov/31879667,225,X799,Asia,Iran,,,,2016-2017,2019,1,,"N-values worked out from table 3, H. anatolicum",Journal of Arthropod Borne Diseases,1.545
Abundance,Abundance of host,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,Annual mean,1,Univariate regression,584,,R square,Linear,0.225,0.225,,,,,<0.05,0.03,increase,Abstract,https://pubmed.ncbi.nlm.nih.gov/31879667,225,X805,Asia,Iran,,,,2016-2017,2019,1,,"N-values worked out from table 3, H. dromedarii",Journal of Arthropod Borne Diseases,1.545
Abundance,Abundance of host,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Humidity,Annual mean relative,1,Univariate regression,357,,R square,Linear,0.122,0.122,,,,,>0.05,0.143,increase,Abstract,https://pubmed.ncbi.nlm.nih.gov/31879667,225,X804,Asia,Iran,,,,2016-2017,2019,1,,N-value is number of samples,Journal of Arthropod Borne Diseases,1.545
Abundance,Abundance of host,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Humidity,Annual mean relative,1,Univariate regression,593,,R square,Linear,0.082,0.082,,,,,>0.05,0.222,increase,Results,https://pubmed.ncbi.nlm.nih.gov/31879667,225,X801,Asia,Iran,,,,2016-2017,2019,1,,N-value is number of samples,Journal of Arthropod Borne Diseases,1.545
Abundance,Abundance of host,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,Annual mean,1,Univariate regression,357,,R square,Linear,0.015,0.015,,,,,>0.05,0.619,increase,Abstract,https://pubmed.ncbi.nlm.nih.gov/31879667,225,X802,Asia,Iran,,,,2016-2017,2019,1,,N-values worked out from table 3. H. asiaticum,Journal of Arthropod Borne Diseases,1.545
